node_id,node_type,symbol,codepoint,kangxi_radical,kangxi_radical_number,in_largest_component,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank
rad:108:皿,radical,皿,,皿,108,1,297,0.01075268817204301,0.0034672391282890482,0.3305999808465811,0.008254998831955353,0.0016684944403907761
rad:198:鹿,radical,鹿,,鹿,198,1,115,0.004163498787154701,0.0012613884018657182,0.32152420425175215,0.0019442261290384386,0.0007532689521967745
rad:212:龍,radical,龍,,龍,212,1,79,0.0028601426450888816,0.0006394918663362325,0.3035702508408996,0.0012516185683513028,0.0005491775585971639
rad:203:黑,radical,黑,,黑,203,1,100,0.0036204337279606095,0.0011695674547387127,0.31635318105798527,0.002351899289014217,0.0006220884829718396
rad:82:毛,radical,毛,,毛,82,1,150,0.005430650591940914,0.0022372770522515726,0.32261342927900566,0.0031182046676306277,0.0009452775421394834
rad:11:入,radical,入,,入,11,1,27,0.0009775171065493646,0.0001894130960264369,0.2707761393050435,0.0002472272680960234,0.00019464207008397993
rad:167:金,radical,金,,金,167,1,1096,0.03967995365844828,0.03164080322096927,0.34248121233165507,0.0369923261104161,0.006535877382314035
rad:84:气,radical,气,,气,84,1,60,0.0021722602367763655,0.0003702439655082693,0.3016602949208083,0.001305215694004315,0.0003807701443227745
rad:100:生,radical,生,,生,100,1,73,0.002642916621411245,0.0005672231956426666,0.30427261910008374,0.0015616428476499028,0.00045134097788675285
rad:118:竹,radical,竹,,竹,118,1,596,0.021577785018645233,0.012968269390428793,0.3374181409441892,0.02218729087778388,0.003422159829207974
rad:209:鼻,radical,鼻,,鼻,209,1,30,0.0010861301183881828,0.0002065981548705313,0.2786050077678914,0.0009535359035237348,0.0001988738918639552
rad:200:麻,radical,麻,,麻,200,1,60,0.0021722602367763655,0.00037406793842232824,0.292107378575055,0.0006564543779890815,0.0003838388660678304
rad:142:虫,radical,虫,,虫,142,1,656,0.023750045255421598,0.01640886211643642,0.3386511342734519,0.019627690361798004,0.003913583385418947
rad:177:革,radical,革,,革,177,1,197,0.0071322544440824,0.0025670837919172158,0.32800066509893344,0.005962301891085724,0.0011704155665856301
rad:158:身,radical,身,,身,158,1,69,0.0024980992722928204,0.000485439613798045,0.3099829389844206,0.0016643128036055825,0.00042085726419976787
rad:90:爿,radical,爿,,爿,90,1,84,0.003041164331486912,0.0005106113040427058,0.300838779956427,0.0015259149207909033,0.0004858615604962515
rad:23:匸,radical,匸,,匸,23,0,1,3.6204337279606094e-05,0.0,0.0,0.0,3.6203026573021506e-05
rad:171:隶,radical,隶,,隶,171,1,33,0.0011947431302270011,0.00016088648384904514,0.2720672262284746,0.00026029470360118925,0.00021006543492806045
rad:97:瓜,radical,瓜,,瓜,97,1,59,0.0021360558994967596,0.0004375061456713108,0.30057029668487845,0.001203992400426914,0.00038281591478996383
rad:132:自,radical,自,,自,132,1,85,0.003077368668766518,0.0005897687139901414,0.3095590378191764,0.0020721086842232657,0.0005063020691571033
rad:144:行,radical,行,,行,144,1,20,0.0007240867455921219,4.277603061599427e-05,0.25493399796916827,0.0001503488471592518,0.00014641665256794243
rad:155:赤,radical,赤,,赤,155,1,36,0.0013033561420658195,0.0002717760475369167,0.2708292472443416,0.0005034583712451531,0.0002533198580271691
rad:148:角,radical,角,,角,148,1,104,0.003765251077079034,0.001161573479068956,0.3165707604484284,0.0023901907295825766,0.0006629666705779936
rad:156:走,radical,走,,走,156,1,136,0.004923789870026429,0.001752732749916388,0.3218764568764569,0.003034351690119112,0.0008481559469922339
rad:199:麥,radical,麥,,麥,199,1,53,0.0019188298758191229,0.0005027916459158421,0.2990924449835384,0.001214543460126159,0.0003364013044092341
rad:170:阜,radical,阜,,阜,170,1,322,0.011657796604033162,0.005065085296471188,0.3317596463408774,0.010566172816966231,0.0018780972823277022
rad:211:齒,radical,齒,,齒,211,1,86,0.0031135730060461242,0.0008047047377424087,0.2980723567758926,0.003170136052788816,0.000521756135197199
rad:184:食,radical,食,,食,184,1,271,0.009811375402773251,0.004310719947607546,0.32943267487355665,0.008302386787565523,0.0016202128743797966
rad:193:鬲,radical,鬲,,鬲,193,1,55,0.001991238550378335,0.0003700883739419013,0.29764830143128124,0.0004967615191865374,0.00035542484879182254
rad:195:魚,radical,魚,,魚,195,1,549,0.019876181166503745,0.011777359042434925,0.3359650616773315,0.016958590138954472,0.0032571511900428827
rad:185:首,radical,首,,首,185,1,14,0.0005068607219144853,2.030294831156185e-05,0.2519247610012406,0.0003737172761933914,9.271431793539725e-05
rad:197:鹵,radical,鹵,,鹵,197,1,25,0.0009051084319901524,9.06788302974848e-05,0.2796828161711091,0.0006910121072317833,0.00015971995539068264
rad:153:豸,radical,豸,,豸,153,1,64,0.00231707758589479,0.0005927519848556731,0.3072242246251057,0.0014648267053568185,0.0003935694122890309
rad:35:夊,radical,夊,,夊,35,0,1,3.6204337279606094e-05,0.0,0.0,0.0,3.6203026573021506e-05
